Topic,TimeQueried,video_title,video_id,publishedAt,duration,viewcount,likeCount,dislikeCount,favoriteCount,score
computer network,11:11:04:438,Checksum in HINDI | Checksum Error Detection Example | Checksum in Computer Networks in HINDI,f5_C7ui6yOQ,(2018-09-20T12:00:08Z),PT7M17S,20901,428,43,0,20900.855521815738
computer network,11:11:04:757,What is a Computer Network - A brief Introduction,GiWNxPYGna4,(2014-04-01T02:34:59Z),PT2M45S,4702,37,0,0,4701.808778394483
computer network,11:11:05:079,Computer Network - Network Edge,PKmPWetYmos,(2020-08-04T05:55:05Z),PT17M54S,145,11,1,0,144.80567013629243
computer network,11:11:05:443,BackOff Algorithm Part-2 Explained in Hindi l Computer Network,4egFuviO55A,(2020-05-30T13:18:26Z),PT7M29S,229,16,0,0,228.80626787825219
computer network,11:11:05:719,Computer Networks || Introduction to Computer Networks || Digital Assistant Free Classes,la1igOYY_Is,(2020-08-16T09:10:23Z),PT9M22S,514,48,0,0,513.8100934267948
computer network,11:11:06:103,HOW TO CONNECT A WINDOWS COMPUTER TO THE HOTEL WIFI NETWORK,EtHgvVNtgjs,(2019-03-28T22:00:00Z),PT1M13S,11159,203,28,0,11158.828623427547
computer network,11:11:06:359,Introduction | Computer Network | Lec 1 | GATE Computer Science/IT Engineering Exam,0Adih3k-jJg,(2020-08-04T04:44:47Z),PT1H33M15S,676,54,2,0,675.8108107171464
computer network,11:11:06:763,Lets wing it! - World&#39;s First Gaming Computer Network! [PLATO],tURXZyo3RIg,(2017-04-25T02:58:25Z),PT13M2S,800,12,0,0,799.8057896846843
computer network,11:11:06:999,Computer 9th. Computer Networks. Personal Area Network.,jUCmDsw2veE,(2020-07-09T16:30:15Z),PT20M5S,779,258,0,0,778.8351985891051
computer network,11:11:07:208,Preview Computer Network,0OeCMi7OTtg,(2020-05-23T06:27:23Z),PT7M28S,162,4,0,0,161.80483329754875
computer network,11:11:07:415,Ring Topology (Computer Network),gj8Fh_XIUZo,(2019-02-24T14:01:49Z),PT4M43S,5320,112,5,0,5319.81774452388
computer network,11:11:07:593,12. Leaky Bucket Algorithm Program | VTU 5th Sem Computer Network Lab 15CSL57,LXFEXkTBFGs,(2017-12-02T20:02:29Z),PT6M4S,12570,118,1,0,12569.818461814231
computer network,11:11:07:960,SKIP|Simple  key management  for Internet protocols |Ipsec |Computer  NETWORK Security,WggYmFIhLAw,(2019-12-02T20:09:30Z),PT1M37S,714,15,6,0,713.8061483298602
computer network,11:11:08:281,"Computer Networks || LAN, WAM, MAN || Digital Assistant Classes",cFUnMnxTE90,(2020-08-18T14:24:29Z),PT20M59S,277,28,0,0,276.80770245895565
computer network,11:11:08:600,CCC New Syllabus Chapter 6 (Part-4) Computer Network || Important Question for CCC &amp; UPPCL TG2,GJNT3qhT5s8,(2020-07-25T14:30:13Z),PT26M17S,2230,169,5,0,2229.824558782221
computer network,11:11:08:920,Computer Network Part 12 Class 54,bsFss7gLNHY,(2020-08-17T13:25:17Z),PT8M55S,9,2,0,0,8.804594200764841
computer network,11:11:09:246,Distance Vector Routing Algorithm Part-2 Explained in Hindi l Computer Network Course,HeKGOiy4OLE,(2020-06-27T13:39:50Z),PT9M9S,117,8,0,0,116.80531149111657
computer network,11:11:09:624,"Network Topology (BUS,STAR, RING,TREE,MESH) -Part:1 Computer Networking",JOiNgHMgGSw,(2020-04-13T06:53:21Z),PT9M7S,594,77,0,0,593.8135603301614
computer network,11:11:09:880,Network Topologies | Types of Network | കമ്പ്യൂട്ടർ നെറ്റ്‌വർക്ക്സ്  | Computer Networks | Part 2,8iqF_ItbwHc,(2020-05-16T05:34:38Z),PT7M37S,143,30,0,0,142.80794155573955
computer network,11:11:10:096,Computer Network  By: Ms. Sadaf Asad,QdZtUephfUU,(2020-05-08T11:08:47Z),PT12M26S,328,21,1,0,327.80686562021197
computer network,11:11:10:286,CS610 GDB Solution 2020-Spring Semester-VU-Computer Network,f1Vh0bEuUq4,(2020-08-13T12:35:34Z),PT10M33S,1603,19,3,0,1602.8066265234281
computer network,11:11:10:520,CCC New Syllabus Chapter 6 (Part-3) Computer Network || Important Question for CCC &amp; UPPCL TG2,OPcKG4YExbo,(2020-07-24T14:30:13Z),PT17M3S,2038,170,3,0,2037.824678330613
computer network,11:11:10:945,MAN | Metropolitan area network |Computer networks || Ratnakar Upadhyay ||,B8mzzG3PR-w,(2020-01-09T03:32:52Z),PT5M8S,294,17,0,0,293.80638742664416
computer network,11:11:11:143,Domain Name Server (DNS) Part-1 Explained in Hindi l Computer Network Course,UCuXtlVcIJM,(2020-07-06T12:42:35Z),PT8M10S,332,17,1,0,331.80638742664416
computer network,11:11:11:480,Computer network working model,EGxwHy0JFAQ,(2017-06-22T06:54:43Z),PT1M6S,56139,153,46,0,56138.82264600795
computer network,11:11:11:725,CSEC 502: Network Security - Computer Networks and Internet Part 2,Enw56ULi8EE,(2020-03-30T14:28:19Z),PT42M27S,192,2,0,0,191.80459420076485
computer network,11:11:12:123,The Network Layer | The Bits and Bytes of Computer Networking | Week 2 Last Assignment Quiz | 2020,GXo7Hb1wvj4,(2020-06-08T12:49:28Z),PT3M16S,972,6,0,0,971.8050723943327
computer network,11:11:12:312,Install Windows 10 from another Computer [ Network Install with SERVA],3Ba3wxBirrg,(2020-01-06T15:58:28Z),PT12M3S,21655,377,16,0,21654.849424847747
computer network,11:11:12:761,Parity Checking &amp; Checksum Error Detection in Hindi | Computer Network Lectures in Hindi,bbW08icQQgw,(2018-11-28T15:50:42Z),PT9M29S,46548,728,74,0,46547.89138633332
computer network,11:11:12:966,STET computer science 2019 // computer network part 5//     #stetcomputerscience   #stetbihar,pqNgrfXkS9U,(2020-01-04T08:08:30Z),PT20M33S,12346,296,7,0,12345.839741427999
computer network,11:11:13:403,Computer network part - 3,45k6siIQ2lg,(2020-06-23T06:34:31Z),PT11M25S,343,0,a,0'},342.8043551039809
computer network,11:11:13:807,18. DNS DHCP EMAIL SERVER CONFIGURATION (2)|| NETWORK DESIGN || COMPUTER NETWORKS,CETLI2GYxqs,(2020-08-18T17:39:58Z),PT13M43S,13,2,0,0,12.804594200764841
computer network,11:11:14:045,COMPUTER NETWORK || PART #1|| TYPES OF NETWORK,eehz1DjyHmE,(2020-07-05T18:10:00Z),PT9M51S,113,31,0,0,112.80806110413151
computer network,11:11:14:466,Class XII - Informatics Practices - Introduction to Computer Network: Session 12,CcrJF-e8IcY,(2020-08-18T03:30:01Z),PT1H25S,67,0,a,0,66.80435510398094
computer network,11:11:14:687,Access Control - 1 | Computer Network | Lec 8 | GATE Computer Science/IT Engineering Exam,_KMNiJ4F72k,(2020-08-17T04:37:33Z),PT1H30M10S,207,17,0,0,206.80638742664416
computer network,11:11:14:906,BCA V SEM COMPUTER NETWORK,K9wCYqJ9cWU,(2020-08-20T05:30:10Z),PT14M37S,39,6,0,0,38.805072394332655
computer network,11:11:15:126,Class C classful IP Addressing in Computer Network in Hindi,I3XpV1R-KXo,(2020-08-20T12:39:40Z),PT7M29S,4,2,0,0,3.8045942007648406
computer network,11:11:15:347,Nerwork Devices In Computer Network,rUp9FAFT-VU,(2020-08-20T09:59:21Z),PT14M31S,72,16,0,0,71.8062678782522
computer network,11:11:15:642,Meeting 9th : Computer Network,W-Ho7aMN1Z0,(2020-05-20T07:27:04Z),PT17M39S,175,50,0,0,174.81033252357864
computer network,11:11:15:962,Types of Computer Network | Computer Network #5,vhSART0HLBg,(2020-08-20T08:40:02Z),PT6M42S,22,0,a,0,21.80435510398093
computer network,11:11:16:283,Types Off Computer Network_Different_BW LAN MAN || Computer Network Banggija Dingtanggrikani.,QqyPl9n-RLM,(2020-08-18T12:29:55Z),PT10M37S,6,2,0,0,5.804594200764841
computer network,11:11:16:603,"COMPUTER NETWORK (3RD YEAR, CE-IT, HGCE, VAHELAL)",vVD-1pceaxQ,(2020-08-19T09:49:05Z),PT12M12S,159,36,0,0,158.80865884609128
computer network,11:11:16:922,"Computer Networks || What is KB,MB,GB,TB || What is DATA RATE || Digital Assistant Classes",6Cwsu88gKhs,(2020-08-17T02:04:14Z),PT13M4S,353,38,1,0,352.8088979428752
computer network,11:11:17:242,Basic Concepts Of Network|Definition and applications of computer network|Network benefits|pros/cons,uk_a4U5MmAs,(2020-08-20T05:02:34Z),PT1M45S,2,1,0,0,1.8044746523728865
computer network,11:11:17:547,Class 8 Computer Ch 1 Computer Network,i9jImgI6-D0,(2020-08-18T10:35:32Z),PT26M51S,25,2,0,0,24.80459420076484
computer network,11:11:17:773,Computer Network,DOheNTovS0Q,(2020-08-16T14:56:40Z),PT1M10S,9,1,0,0,8.804474652372887
computer network,11:11:17:987,Grade-12-Python-Computer Network,oawj7SnaweE,(2020-08-20T14:40:06Z),PT9M11S,8,1,0,0,7.804474652372886
computer network,11:11:18:211,Class B Classful IP Addressing in Computer Network in Hindi,w03ZOTsMExY,(2020-08-19T13:12:38Z),PT9M18S,6,2,0,0,5.804594200764841
computer network,11:11:18:491,Class A classful IP Addressing in Computer Network in hindi,dOlZ_eehzsQ,(2020-08-18T12:11:42Z),PT11M7S,7,4,0,0,6.804833297548749
computer network,11:11:18:676,কম্পিউটার নেটওয়ার্ক | Computer network | Class - 8 | Chapter - 2,FDVLw8eBMAk,(2020-08-19T12:22:42Z),PT15M10S,37,4,1,0,36.80483329754875
computer network,11:11:18:971,Modulation|Computer Network|Class 12th|Computer Science with Python,oymX1piDDlY,(2020-08-19T02:08:49Z),PT13M39S,14,6,0,0,13.805072394332658
computer network,11:11:19:308,ภาษาไทย: Computer Network Lecture 1,ysjo_RbfreY,(2012-06-06T03:14:34Z),PT37M23S,31764,344,5,0,31763.845479750813
computer network,11:11:19:804,Imoprtant Concepts | Computer Network | GATE 2021 Exam Preparation | Sandeep Sir,vR3dHifnJJw,(2020-08-20T23:08:41Z),PT1H32M21S,38,5,0,0,37.804952845940704
computer network,11:11:20:124,Very Easy way to learn Basics Of Computer Network  By Harshita Vachhani,wCB_PsEaxpM,(2020-05-31T19:25:26Z),PT10M33S,340,34,3,0,339.80841974930735
computer network,11:11:20:314,Computer Networks || Arpanet Part 2 || Tech burner BD,da3AJxBTVnc,(2020-08-16T17:00:25Z),PT11M12S,37,5,0,0,36.804952845940704
computer network,11:11:20:524,"COMPUTER NETWORKS - EIGRP, WEB BROWSING, EMAIL TRANSFER",e4B_IkBwL1k,(2020-08-18T10:36:51Z),PT18M46S,135,34,0,0,134.80841974930738
computer network,11:11:20:763,17. DNS DHCP EMAIL SERVER CONFIGURATION || NETWORK DESIGN || COMPUTER NETWORKS,S_gKhjBs1rI,(2020-08-18T14:28:59Z),PT29M40S,16,2,0,0,15.804594200764841
computer network,11:11:21:084,jntuk-4th-ece-Computer Network-Network Topologies,R3gJgO3P6vw,(2020-08-21T03:30:26Z),PT41M2S,130,4,1,0,129.80483329754875
computer network,11:11:21:282,Computer Networks and Security Lecture 6,_l5-u1pyzcY,(2020-08-18T07:07:47Z),PT10M,12,2,0,0,11.804594200764841
computer network,11:11:21:728,Computer Networking,3YJXWdeTheU,(2020-08-19T05:58:17Z),PT16M40S,128,16,0,0,127.8062678782522
computer network,11:11:22:043,Class VIII computer Network,rFTBXLRyUDU,(2020-08-18T23:30:01Z),PT32M21S,46,2,0,0'},45.80459420076484
computer network,11:11:22:389,How To Resolve Troubleshooting Computer Network 📡 system and security Problem,bAwu9Fz-2lE,(2020-08-19T13:10:59Z),PT2M44S,30,4,1,0,29.80483329754875
computer network,11:11:22:609,Class XII IP Ch-1 Computer Networks - Network Hardware,Xy3zTXmw9h0,(2020-08-20T14:34:50Z),PT14M32S,11,1,0,0,10.804474652372887
computer network,11:11:23:049,Computer Network Part-2 Hindi Class  (All Boards) || Bank || SSC || PO || O-LEVEL || Amit Uncut,AZrOnCt2CPY,(2020-08-20T08:17:55Z),PT26M31S,28,6,0,0,27.805072394332658
computer network,11:11:23:377,"CS WITH NS || COMPUTER NETWORKS : PART 1 || LAN,MAN,WAN,PAN || TRANSMISSION MEDIUM || ARPANET ||",Omqgcp0qYwI,(2020-08-15T16:00:05Z),PT16M55S,43,15,1,0,42.80614832986024
computer network,11:11:24:009,How To Fix WiFi on Windows 10 No connection WLAN  Computer internet not working Laptop,E-_g4nsSFs4,(2020-08-20T18:43:56Z),PT2M46S,58,0,a,0,57.80435510398093
computer network,11:11:24:285,"Computer Networks Sinhalen | Network Applications, Client-Server and P2P networks, Network Hardware|",ET43P6c7tfo,(2020-08-19T14:43:04Z),PT34M2S,153,17,0,0,152.80638742664416
computer network,11:11:24:491,How to Solve MSQ | Computer Networks | GATE CS 2021 | Gradeup,1-Ay2ucVsf8,(2020-08-14T17:37:51Z),PT58M15S,1098,92,1,0,1097.8153535560407
computer network,11:11:24:674,TN 12th computer application chapter - 10 Computer Networks(part 3) Growth of computer networking,0qj9U7Of_YU,(2020-08-18T14:40:39Z),PT13M13S,51,2,0,0,50.80459420076484
computer network,11:11:24:925,Computer Network Architecture in Bengali || Client Server Network &amp; Peer to Peer Network in Bengali,jQiHBhTBmxw,(2020-08-20T16:25:49Z),PT14M13S,14,2,1,0,13.804594200764841
computer network,11:11:25:293,Chapter 6 Computer Networking | Class IX Computer Application |2020-21,RnCVpfMB9r0,(2020-08-20T05:00:15Z),PT19M5S,47,8,1,0,46.80531149111657
computer network,11:11:25:565,CS WITH NS || COMPUTER NETWORKS PART 2 || TRANSMISSION MEDIUM || || GUIDED AND UNGUIDED MEDIUM ||,Zn7IxLUSd5g,(2020-08-20T09:00:16Z),PT26M33S,22,5,0,0,21.804952845940704
computer network,11:11:26:017,Class XII Informatics Practices -Computer Network,uJI7KdGZT7c,(2020-08-20T10:12:20Z),PT12M13S,11,1,0,0,10.804474652372887
computer network,11:11:26:331,NETWORK TOPOLOGY || COMPUTER NETWORKS || UNIT 2 || PART 3,MShW0ZpvUlM,(2020-08-17T16:38:41Z),PT47M52S,9,3,0,0,8.804713749156795
computer network,11:11:26:540,Computer Network Sample Program Prof: V A Afsal Basha,XhcJ45tAe3k,(2020-08-18T10:10:06Z),PT17M28S,17,1,0,0,16.804474652372885
computer network,11:11:26:750,Computer 1st Year Chapter 2 Computer Network,usRf1TpaRD8,(2020-08-20T07:52:36Z),PT6M23S,4,1,0,0,3.8044746523728863
computer network,11:11:26:970,Computer network security exam question paper| previous year paper of computer network security,jh0Y-AcXYag,(2020-08-21T02:49:32Z),PT1M30S,4,1,0,0,3.8044746523728863
computer network,11:11:27:190,Computer Network Concept  #Topology #OSI #TCP #Network For | STET| IBPS SO | SBI SO | SEBI,ILIlfSe3b74,(2020-08-20T04:10:52Z),PT22M31S,57,13,1,0,56.805909233076335
computer network,11:11:27:484,Computer Networking | Data Communication | Revision,nrrhlA3YKSY,(2020-08-18T18:26:18Z),PT35M7S,23,3,0,0,22.804713749156793
computer network,11:11:27:805,Computer Network Part 14 Class 56,6cHQGpkGuow,(2020-08-20T13:20:21Z),PT8M59S,4,1,0,0,3.8044746523728863
computer network,11:11:28:125,Introduction to Computer Networking,kR4K_VQS-9Q,(2020-08-18T04:58:29Z),PT22M46S,19,0,0,0'},18.80435510398093
computer network,11:11:28:446,Computer Network- Application Layer Protocol,Xw1zRz7Rg68,(2020-08-18T14:27:03Z),PT44M57S,1,0,0,0,0.8043551039809322
computer network,11:11:28:765,LECTURE NO : 15 COMPUTER NETWORKS : INTRODUCTION TO DATA LINK LAYER : 12/08/2020,mM09nNoY9Pg,(2020-08-18T14:57:02Z),PT41M57S,2,0,0,0,1.8043551039809322
computer network,11:11:29:085,Elaborate Working of Diff Computer Network,ep3oomJv3P8,(2020-08-18T04:52:39Z),PT12M41S,0,0,0,0,-0.19564489601906773
computer network,11:11:29:406,Multiplexing in Computer Network,SSbr3AiAOYw,(2020-08-19T12:18:17Z),PT7M37S,9,1,0,0,8.804474652372887
computer network,11:11:29:614,BIHAR STET 2020 | COMPUTER SCIENCE | COMPUTER NETWORK MCQs | PART 3 | BY ABHISHEK SIR | BOOST UP,L5PzkHc2_sk,(2020-08-19T06:00:12Z),PT13M58S,6,4,0,0,5.804833297548749
computer network,11:11:29:831,Computer Networking - Advantages &amp; Disadvantages Of Computer Network | Computer Application 9 |CS/IP,OtgVsLaTZBA,(2020-08-15T18:11:02Z),PT11M51S,17,3,0,0,16.804713749156793
computer network,11:11:30:051,Computer Network Concept MCQ| #STET #IBPS_SO #SBI_SO #SEBI,9sRKEa98Ar0,(2020-08-21T03:26:39Z),PT12M21S,14,5,0,0,13.804952845940702
computer network,11:11:30:273,BIHAR STET 2020| COMPUTER SCIENCE | COMPUTER NETWORK MCQs | PART 1 | BY ABHISHEK SIR | BOOST UP,cdfjIEO7dIw,(2020-08-17T06:00:30Z),PT11M20S,21,7,0,0,20.805191942724612
computer network,11:11:30:711,"Class:-10 , Computer , CH:-1 (part-3) Data communication and computer network",pmuXzZsWKk8,(2020-08-19T12:48:50Z),PT37M26S,10,0,0,0,9.804355103980932
computer network,11:11:30:937,BIHAR STET 2020 | COMPUTER SCIENCE | COMPUTER NETWORK MCQs | PART 4 | BY ABHISHEK SIR | BOOST UP,IwL107Cya7I,(2020-08-20T06:00:10Z),PT9M42S,7,3,0,0,6.804713749156795
computer network,11:11:31:371,Computer Network Error Detection code and chekcsum,4j1qakUibmE,(2020-08-19T18:30:02Z),PT36M14S,1,0,0,0'},0.8043551039809322
computer network,11:11:31:591,"TN 12th computer application chapter-10 Computer Networks(part4)Mobile networking,social application",lJ_6EuJYugM,(2020-08-18T15:03:26Z),PT12M54S,44,1,0,0,43.80447465237289
computer network,11:11:31:965,Computer Networks Unit 1- Lecture 1,tGeknfcubOQ,(2020-08-21T04:01:00Z),PT25M33S,146,6,0,0,145.80507239433265
computer network,11:11:32:161,COMPUTER NETWORKS VIDEO LECTURE -8 (PROF A.A. KHADAR MAIDEEN),QihoMGikcrE,(2020-08-16T14:55:40Z),PT17M16S,23,1,0,0,22.804474652372885
computer network,11:11:32:606,Understanding Computer Networking: Physical Vs Logical Addressing Part 1,AZLtOQ-NQJM,(2020-08-20T23:36:00Z),PT4M21S,1,0,0,0,0.8043551039809322
computer network,11:11:32:926,Computer Networks Video Lecturer -10 (PROF A.A. KHADAR MAIDEEN),zls1v9mwEg8,(2020-08-19T15:19:53Z),PT15M54S,12,1,0,0,11.804474652372887
computer network,11:11:33:247,"Class 9th B,, Subject Computer,, Revision,, Unit #5 Computer Networks,,Topic &quot;Network Topologies&quot;",LGYYuzYC224,(2020-08-18T18:01:36Z),PT2M34S,3,0,0,0,2.8043551039809325
computer network,11:11:33:565,CHAPTER 6 | COMPUTER NETWORK | TOPIC- TRANSMISSION MEDIUM | EXPLANATION,Go6NQ4CFjs4,(2020-08-18T08:18:07Z),PT10M33S,12,3,0,0,11.804713749156795
computer network,11:11:33:886,Network protocol#ch 8 computer networks #class 12python,Akb3KtGPmko,(2020-08-19T10:44:54Z),PT8M54S,50,10,0,0,49.80555058790048
computer network,11:11:34:232,Best Quality HD Free Drive Computer Network Video Camera Webcam Digital Video HD Web Camera Built-I,lPLcaOfa-9M,(2020-08-18T06:20:49Z),PT3M9S,0,0,0,0,-0.19564489601906773
computer network,11:11:34:527,1.Computer networks Introduction,TMesa1xgfcU,(2020-08-19T10:50:01Z),PT7M7S,140,22,0,0,139.80698516860392
computer network,11:11:34:892,Computer Networks ( Forouzan )-FTP command processing - Malayalam,GhapjRLU9tY,(2020-08-20T11:30:59Z),PT20M2S,4,1,0,0,3.8044746523728863
computer network,11:11:35:166,Computer Networks Model Test-2 Explanation,gANqHzDQjew,(2020-08-19T06:41:07Z),PT32M10S,678,37,0,0,677.8087783944833
computer network,11:11:35:658,2.Computer Networks,shJutSTQwIc,(2020-08-20T11:18:47Z),PT14M28S,41,8,0,0,40.80531149111657
computer network,11:11:36:228,LECTURE NO : 20 COMPUTER NETWORKS : ERROR DETECTION &amp; CORRECTION : 20/08/2020,ur9rYzU_XlM,(2020-08-20T18:17:31Z),PT45M41S,3,1,0,0,2.8044746523728863
computer network,11:11:36:565,"Communication Protocols in Computer Networking - TCP, UDP &amp; ICMP",J7vKZVRc8sI,(2020-08-20T04:20:14Z),PT3M50S,11,3,0,0,10.804713749156795
computer network,11:11:36:767,Computer Networks- FTP communication - Malayalam,EYhNRsJbdkI,(2020-08-19T03:33:53Z),PT11M37S,54,4,0,0,53.80483329754875
computer network,11:11:37:517,Lecture 9: Transmission Media - Fibre Optics | Computer Networks,bI_kpYrow2A,(2020-08-18T06:44:48Z),PT28M50S,20,12,0,0,19.80578968468438
computer network,11:11:37:728,Class 8th Computer (Networking) lecture-12,oMMaRtAjgSY,(2020-08-21T05:10:47Z),PT6M13S,4,1,0,0,3.8044746523728863
computer network,11:11:38:203,WHAT IS OSI MODEL IN COMPUTER NETWORKING IN URDU/PUSHTO||OSI MODEL,r49avQtlCJk,(2020-08-21T03:22:23Z),PT14M33S,0,0,0,0,-0.19564489601906773
computer network,11:11:38:689,COMPUTER NETWORKING AND INTERNET,nhQuWTS4Nw4,(2020-08-20T10:01:51Z),PT3M17S,5,1,0,0,4.804474652372886
computer network,11:11:39:073,Previous year UGC NET/JRF questions of CN | PART 2 | Computer Networks,Ahw73MACNgw,(2020-08-17T10:30:18Z),PT4M,268,31,0,0,267.8080611041315
computer network,11:11:39:329,Shree | Bollywood Hindi Full Movies 2016 | HD | Latest Bollywood Hindi Movie,3Y2hZ2DbHR8,(2014-07-29T04:57:04Z),PT1H50M13S,4313217,15884,2315,0,4313218.703261762
computer network,11:11:39:518,🔴PAW Patrol 24/7!  ULTIMATE RESCUE Episodes - Kids Cartoons!,mF9QMYaaZzo,(2020-03-04T14:52:18Z),P0D,66098351,245513,137148,0,66098380.15503946
computer network,11:11:39:968,Wax Museum Market | Technology World | Ep 30,oiHEedLxVss,(2018-07-04T07:04:01Z),PT23M22S,1849,3,1,0,1848.8047137491567
computer network,11:11:40:288,The Intern,g26y0BtjmmQ,(2016-01-10T18:30:02Z),PT2H1M28S,0,0,107,0,-0.19564489601906773
Operating System,11:15:09:953,#1 - What is Operating System | How OS works | How Operating System Works | What is OS,_7TaFxk_3xA,(2020-08-21T05:00:10Z),PT6M8S,72,4,0,0,71.80483329754875
Operating System,11:15:10:137,Introduction to Operating System and its Functions with English Subtitles,WJ-UaAaumNA,(2018-07-26T07:55:34Z),PT18M59S,637130,18404,531,0,637132.0045237095
Operating System,11:15:10:315,introduction to operating system and its Functions | Operating System,RozoeWzT7IM,(2019-03-16T19:08:44Z),PT23M56S,111756,1904,71,0,111756.03197524227
Operating System,11:15:10:586,Operating System Concepts: What is an OS (Definition),ECfGOa_-nWQ,(2017-05-19T06:46:14Z),PT4M18S,130700,1725,107,0,130700.01057608011
Operating System,11:15:10:991,How Do Operating Systems Work?,GjNp0bBrjmU,(2018-09-24T07:36:57Z),PT3M30S,71713,839,47,0,71712.90465620483
Operating System,11:15:11:240,2. Introduction of OS - Definition | Basics of Operating System [Hindi/Urdu],WmDB8xEfA5U,(2019-04-30T02:30:00Z),PT8M1S,17878,575,24,0,17877.873095429353
Operating System,11:15:11:437,What ls Operating System  | Operating System in Hindi | By target with knowledge onlineclasses,uTp6KydqpKo,(2019-06-25T19:22:08Z),PT8M39S,30767,920,51,0,30766.914339624578
Operating System,11:15:11:872,INTRODUCTION TO  OPERATING SYSTEMS || PROCESS MANAGEMENT || OPERATING SYSTEMS,bTLqmILqd2I,(2019-08-01T14:23:50Z),PT2H49S,201496,3206,113,0,201496.18762724858
Operating System,11:15:12:188,Computer Operating System | For All Competitive exams | By Nitin Sir,eBW5Of89TMc,(2019-11-12T16:48:06Z),PT44M35S,122280,4192,122,0,122280.30550196306
Operating System,11:15:12:532,Operating system என்றால் என்ன ? | What is an Operating System in tamil | OS introduction,ZeD5tQ1WMKo,(2020-06-05T00:30:12Z),PT8M36S,2592,223,9,0,2591.831014395387
Operating System,11:15:12:833,Operating System for IT Support  || Operating System Full Course,Snrh580U3tI,(2019-02-07T16:38:03Z),PT5H28M8S,492070,15534,280,0,492071.6614198246
Operating System,11:15:13:148,What is an Operating System as Fast As Possible,pVzRTmdd9j0,(2015-05-22T20:46:16Z),PT5M16S,425072,8827,262,0,425072.85960875975
Operating System,11:15:13:467,Computer Basics: Understanding Operating Systems,pTdSs8kQqSA,(2012-03-09T21:16:17Z),PT2M14S,946125,2565,426,0,946125.1109967293
Operating System,11:15:13:788,OPERATING SYSTEMS | Part-1 | Introduction,zbrzJzIWTew,(2019-08-13T03:42:25Z),PT10M45S,3134,93,0,0,3133.815473104433
Operating System,11:15:14:109,Operating System in telugu,e0_KOUJQd9g,(2016-12-06T05:20:35Z),PT9M12S,150290,1588,108,0,150289.9941979504
Operating System,11:15:14:429,"Critical Section Problem |  Mutual Exclusion, Progress and Bounded Waiting | Operating System",qMQsd7Iy5jo,(2018-02-27T09:59:54Z),PT25M36S,199196,5931,84,0,199196.51339661665
Operating System,11:15:14:755,Types of Operating System in Hindi  Lec-2,-frubu9bglY,(2018-12-03T13:01:08Z),PT21M3S,133735,2243,158,0,133735.07250214714
Operating System,11:15:15:173,Operating Systems: Crash Course Computer Science #18,26QPDBe-NB8,(2017-06-28T21:13:17Z),PT13M36S,724635,13039,423,0,724636.3631465867
Operating System,11:15:15:708,IBPS SO 2019 | Computer Science | Operating System (Class 2),jO9fLU9laKo,(2019-11-19T13:28:16Z),PT40M23S,6410,299,10,0,6409.840100073176
Operating System,11:15:16:054,AT&amp;T Archives: The UNIX Operating System,tc4ROCJYbm0,(2012-02-22T15:41:41Z),PT27M27S,1013512,24231,206,0,1013514.7011321894
Operating System,11:15:16:349,Virtual Memory | Page fault | Significance of virtual memory | Operating System,o2_iCzS9-ZQ,(2018-04-11T09:14:55Z),PT20M18S,260779,6245,133,0,260779.55093481173
Operating System,11:15:16:714,Class-22 || Rajasthan Police | Rajasthan Patwar ||COMPUTER || BY Preeti Mam | Operating System,KRzJOhOdBdU,(2020-01-06T09:37:24Z),PT31M14S,24178,1523,16,0,24177.986427304928
Operating System,11:15:16:988,What is Operating system - in hindi,afmrElyUbS0,(2017-02-06T12:59:31Z),PT4M4S,98520,1319,140,0,98519.96203943297
Operating System,11:15:17:308,The operating system of life - George Zaidan and Charles Morton,JufLDxmCwB0,(2013-11-11T16:06:53Z),PT4M1S,365257,6496,96,0,365257.5809414581
Operating System,11:15:17:629,Linux Tutorial for Beginners: Introduction to Linux Operating System,V1y-mbWM3B8,(2017-04-15T11:40:40Z),PT2H29M5S,1461689,12304,637,0,1461690.2752785187
Operating System,11:15:17:949,"Types of Operating Systems(Batch, Multiprogramming, Time Sharing, Multiprocessing, Real Time)",PY6zEUELn8s,(2019-03-18T14:28:38Z),PT18M6S,80838,1473,78,0,80837.98044988533
Operating System,11:15:18:187,Paging in Operating Systems with Example &amp; Working - Memory Management,pJ6qrCB8pDw,(2018-09-10T15:30:00Z),PT17M26S,61708,1145,40,0,61707.94123801277
Operating System,11:15:18:592,Part 1.7 Multiprocessing Operating System in HINDI | Symmetric Asymmetric Processing,xJ9yesCHLCI,(2018-04-22T05:15:00Z),PT12M9S,175439,2515,49,0,175439.10501930973
Operating System,11:15:18:911,Types of Operating Systems,7M0e1ohU1vE,(2018-01-17T13:04:19Z),PT4M47S,58043,521,43,0,58042.86663981619
Operating System,11:15:19:576,network operating system | Distributed Systems | Lec-11 | Bhanu Priya,MtrcTjJfWSY,(2019-06-15T05:37:08Z),PT5M51S,14290,75,18,0,14289.813321233378
Operating System,11:15:20:031,Disk Scheduling Algorithm | Operating System,9uoa_p8q47Y,(2018-05-08T06:12:53Z),PT6M8S,99366,1599,19,0,99365.99551298271
